Id_Negocio,Nombre,Id_Ciudad,Direccion,Latitud,Longitud,Estrellas,Id_Categoria,Num_Reviews
VF-6NSS-62e-jaCHNirDow,"Mt. Holly Family Dentistry",181,"362 Ridgeway St",40.0017,-74.7818,3,2,14
vF-uptiQ34pVLHJKzPHUlA,"My Greek Corner",86,"3150 Tampa Rd, Ste 7",28.0499,-82.6984,4.5,1,73
Vf1je11xO_8RtFeBUiV2tg,"Golden China Restaurant",4,"7018 E Golf Links Rd",32.1907,-110.844,3.5,1,13
vf2dlfdopFlerxozUwgPDg,"Dos Hermanos Tacos",1,"3342 Market St",39.9556,-75.1908,4.5,1,70
VF2L6OChG658rao3kbJ_ng,"Poké Falls",185,"35236 US Hwy 19 N",28.0931,-82.7412,4.5,1,37
VF2PtrstMeasOK_4d4VHVA,"Pizza Hut",4,"4710 E Speedway Blvd",32.2359,-110.892,3,1,22
Vf2VpSmAHwaQzkIwYdFyRw,McDonald's,19,"10191 66th St N",27.8638,-82.7283,2.5,1,18
vF32KjPs8BgltSa484P1Yg,"Euro Grill",8,"1233 Antioch Pike",36.0904,-86.6954,4,1,26
Vf4GVOwIagZq3xBdQJxZwA,"Sushi Club",7,"294 E Moana Ln, Ste 1",39.4925,-119.793,3,1,106
VF6A5DCieM-goq_pXNNdtQ,"Nokomis Clothing",12,"10318 82 Avenue NorthWest",53.5181,-113.496,4,4,9
Vf7meUouR3TMU6OPMpbYtQ,Sofra,1,"114 Chestnut St",39.9482,-75.1432,4.5,1,8
vf81tOiPd08VGI28EkB6OA,McDonald's,7,"3308 S Mccarran Blvd",39.4847,-119.748,1.5,1,76
vF8sHm5nJqrNny0kZjfXqA,"Bash Dental",45,"1456 Ferry Rd, Unit 103",40.3414,-75.1524,4.5,2,8
vf8tlGwN6Ke7mHwZTm96CA,"Eibell Performance",2,"5000 110th Ave N",27.8713,-82.7018,5,3,5
Vf8ZDtjOLN6lkRFatBmezw,BurgerFi,122,"11165 Park Blvd N, Ste C",27.841,-82.7936,3.5,1,211
vfaVKfR9bOZpVniOd7JM9g,"Kathryn Waters, OD",21,"1A S Milpas St",34.4217,-119.679,5,2,14
vFAw4rLTTtMyRz1zQ54RsQ,"Sweetie Cup Thai Cafe",35,"2961 Dougherty Ferry Rd, #104",38.569,-90.4779,4.5,1,69
VfB6ixGoo5eicpaIZwqwHg,"Reed's Compounding Pharmacy",4,"2729 E Speedway Blvd",32.2364,-110.931,4,4,19
VfB6kxrPYwu8XJ9hIL1Zrg,Walgreens,158,"3046 Route 38",39.9703,-74.8697,3,1,7
vfbA6_tufwifmcAYL1NyTg,"Huckleberry Finn Youth Hostel",30,"1906 S 12th St",38.6093,-90.2088,3.5,5,10
vFCO3K6ebzPRFWkxDVf9CA,"Feed the Camel",7,"925 Riverside Dr",39.5214,-119.824,4.5,1,17
VFCZwUEKRWAGZPatISKHSA,"Orleans Coffee House",16,"1618 Oretha Castle Haley Blvd",29.9398,-90.0798,3,1,9
vFDCP9D0UYsnqBw57Mp8DQ,"Drexel Center for Women's Health",1,"219 N Broad St, Fl 6",39.9568,-75.1625,3,2,18
vFDGCmR5iH34PdoBhTYh_A,"J&P Seafood",1,"4820 Spruce St",39.9536,-75.2189,3,1,50
VfDvqz5W5ex3P3lKHIEt3w,"Animal Pros",171,"148 Volunteer Dr",36.3119,-86.6144,4,4,17
vFE4CZVWr7kdb60WlmQWhg,"Bert Smith Volkswagen",90,"3335 38th Ave N",27.8065,-82.6787,4,3,17
VfeGj9tp8DDYyfl9o1ZlRQ,"Don's Body Shop",30,"3128 Woodson Rd",38.7126,-90.36,3.5,3,8
vFFDwoLEBflSyPpIQq_KyA,"Aloha Bay Tiki Bar",114,"306 Cedar Brook Rd",39.702,-74.9355,2.5,1,16
vFFma7G9IGGolk-l_A9L-w,"Palma Ceia Family Care",13,"2506 S Macdill Ave, Ste A",27.9228,-82.4934,5,2,11
vFFWYM-VSYYZ4v-MmJMfiA,"Stein Automotive",31,"1215 W Main",38.5162,-89.9986,5,3,5
vFFxjokz78Nf1Af7uEJlaA,"Mara K. Sweeney, MD",21,"1509 State St",34.4263,-119.709,5,2,6
VfgEzpaIHpq4sR2s2P6o5w,"Fresh Bar",16,"6101 Magazine St",29.923,-90.1234,3,1,60
VfHnToazHrn2ffoF6Q7Y9A,"Aldo's Lawn Service & Landscaping",46,"2500 52nd Ave N",27.8185,-82.6672,3.5,4,5
vFhoShWnCF57iMYCvpMrtA,"El Tenampa",35,"10645 Lackland Rd",38.6959,-90.397,3,1,6
VFI97zWd0bmO5uf-k-K5IQ,"Famous Daves",1,"1725 Chestnut St",39.9518,-75.1697,3,1,15
vfli8iWJfNnT47Tm3k4pHQ,Wendy's,30,"3801 Gravois Ave",38.5919,-90.2497,2,1,15
VfMk3l1v7Dp6RYnMgYg-ZA,Autozone,340,"6120 S Crescent Rd",39.9417,-75.0718,4,3,6
vFMtdAZLOPLJP-i6L6Jm-A,Marshalls,1,"1044 Market St",39.9515,-75.1579,3.5,4,30
VFNqQHHzvQ71k11WuoZIrg,"Firestone Complete Auto Care",4,"2430 N 1st Ave",32.2509,-110.961,3.5,3,49
vfnVjP-4xbn_8Bl3f6XAdg,"AMD Produce",3,"9220 Ulmerton Rd",27.8941,-82.7671,4,1,25
vfOFJnfAmjc7_geqA2xUQg,"Holiday Inn Express & Suites Trinity",269,"2125 Corporate Center Dr",28.1895,-82.6284,4.5,5,23
Vfr1WkPD3plYdNbdv6l-9A,"Bay Palms Waterfront Resort - Hotel and Marina",285,"4237 Gulf Blvd",27.7179,-82.7388,3.5,5,28
VFrmNGmPK-8UsDAXlxX-CQ,Starbucks,191,"270 Easton Rd",40.2201,-75.1406,3,1,32
Vfsay1GnM0TedkXQ18nJug,"Bogey's Sewell",98,"501 Pitman Rd",39.7389,-75.1549,3.5,1,46
VfTArv5LYZyF25csBMUJVg,"The Warehouse II",13,"5519 W Hillsborough Ave",27.9969,-82.5369,4,4,7
VFtJll73nuPaWdzYNtT61A,"Boulevard BBQ and Fixins",4,"5737 E Speedway Blvd",32.2364,-110.87,4,1,42
vftmfdyyMRi94aQD1oD11A,"Saratoga Family Dental",218,"1070 W Main St, Ste 151",39.6983,-86.4177,4,2,5
vFUUU7coolyFTeY6srJIXw,"Paul C. Buff",8,"2725 Bransford Ave",36.1179,-86.7665,3.5,4,16
vFvBBG2Q4ftCgX7aQcFPow,"Casual Gourmet",117,"475 W Ridge Pike",40.2331,-75.5295,3,1,23
VFX2Pil5Alnkh_zbR57dGQ,"TownePlace Suites by Marriott Tucson Williams Centre",4,"384 South Williams Boulevard",32.2164,-110.881,4,5,55
vfX5JaR5UvlxEt_ESrSJgA,"Aspire Indiana",25,"697 Pro-Med Ln",39.9835,-86.1394,1,2,8
vFxxz8bz0SWF_Pu3rI1oHg,"Londonderry Collision & Paint",12,"5411 130 Avenue NW",53.589,-113.425,3,3,5
vFyAR4mZYLx1ISZci6Mq-g,"Pat Bombino's",1,"767 S 9th St",39.9398,-75.1576,4,1,8
vfyMWLWRlnd-V41PGsZgwQ,"Bagel Delights",89,"1 Cherry St",40.3763,-74.9471,3,1,31
vfz5L-D1cYfAAEMtMnQ1XA,"Jimmy John's",13,"2345 E Fowler Ave, Fowler Plaza South",28.0533,-82.433,4,1,23
VG_6ZamOZ3-s6ODu9BCmqQ,McDonald's,13,"501 E Dr M L K Jr Dr",27.9811,-82.4549,1.5,1,27
VG0M8sJqdqEIJb0LssnjUw,"Pizza 54",50,"16138 FL-54",28.187,-82.5482,4.5,1,18
Vg15z_VMQL8cJW04B-lfAA,"Frenchy Galleries",16,"8319 Oak St",29.9492,-90.1318,4,4,9
VG2CA0QT4od5Af2gbXyueQ,"Stanford's Restaurant & Bar",25,"14159 Clay Terrace Blvd",39.9937,-86.129,3.5,1,17
VG2lsOY9wb2vjna1IVhL2w,"Detail to the MAX",30,"1034 S Brentwood Blvd",38.6358,-90.3444,4.5,3,44
vG3c-9Nh7g_tn8VHUEk4og,"Rey Azteca",145,"4755 W Chester Pike",39.9772,-75.4376,4,1,55
Vg48ETIyEP9MALSqfDLGmA,McDonald's,99,"4625 Kirkwood Hwy",39.7229,-75.6608,2,1,19
vG5BKaKbuO0Q7QcWh2sj7g,"Di Olivas Oil & Vinegar",268,"118 W County Ctr",38.6016,-90.4462,4.5,1,11
vg5nkkwchEPASXDSQsNHwg,"Yoshimoto Japanese Steakhouse",348,"3501 Rte 42",39.7273,-75.0368,3.5,1,69
vg5yHDWWDvJZA7x_-Segtg,"Sam's Grill",313,"50 E Wynnewood Rd",40.0017,-75.2738,2.5,1,21
vG6_ZC5sHRP8Jso09-WjsA,"Second Cup",12,"182 Kingsway Garden Mall",53.5627,-113.506,3,1,5
Vg65bCmDTqyRQVeAmEGKAA,"Courtyard by Marriott Edmonton Downtown",12,"One Thornton Court, 99 Street and Jasper Avenue",53.5406,-113.488,3.5,5,24
vg714MnWNkceRe_LMcsPKg,"Room of Rugs",4,"7090 N Oracle Rd, Ste 192",32.3357,-110.975,5,4,7
VG90jWMhlapW4gfO63jtHA,"Delilah's At The Terminal",1,"1136 Arch St",39.9538,-75.1585,3,1,105
vG9aD-fvsIimgo-l7u8-AA,"P.F. Chang's",41,"439 Cool Springs Blvd",35.9467,-86.8258,2.5,1,181
vg9xWuuEobS6K0YPuQCP_g,"Best Western Sea Wake Beach Resort",199,"691 S Gulfview Blvd",27.966,-82.8246,3,5,5
vGa5Xwkp1zw4kmANvL54Zw,"Java House Coffee Bar",25,"14390 Clay Terrace Blvd, Ste 160",39.9965,-86.1304,4.5,1,109
VgaBykRc3RqA-6M1xxH1PQ,Sunoco,116,"5100 34th St S",27.7215,-82.6788,3,3,6
VgAKmXE8B7J0I_O_R13UKQ,"Santa Barbara Roasting Company",21,"321 Motor Way",34.4151,-119.694,4,1,511
vGAQyPVfYcrsvHTld5Dqhg,"West Motor Service",8,"4901 Alabama Ave",36.1528,-86.8462,5,3,5
vgcU9ZnHeUEdW4Qu1-2U0Q,"Doubletree by Hilton Tampa Airport - Westshore",13,"4500 W Cypress St",27.9514,-82.521,2.5,5,66
VgCWn5I-0rCmpYqZxAM49g,"Applebee's Grill + Bar",189,"673 Gravois Bluffs Blvd",38.5084,-90.441,2.5,1,22
VGD2gTBUaZWQEi4Bw3anqQ,"J.C. Eckman Automotive",37,"396 E Church Rd",40.091,-75.3449,4,3,5
vGd63rv6XLv6mbWDt2Bdog,"Second Street Salon",7,"351 S Wells Ave",39.5227,-119.803,5,4,5
VGdtevMIyR38kk65Q5pZ5A,"Grey Nuns Community Hospital",12,"1100 Youville Drive NW",53.4616,-113.43,2.5,2,30
vgE6H37Bz6ahQw90szHRjw,"Bao Down",8,,36.1667,-86.7833,4,1,36
vGfLtdrt2UsY12cdc4KTxg,"McNally's Neighborhood Grill",46,"923 72nd St N",27.7815,-82.7372,4.5,1,5
VGFX-c2UCC4ZRwztCE1nzA,"Dallmeyer Physical Therapy",21,"181 S Turnpike Rd",34.4377,-119.791,3,2,12
VGgIzajcL-4Bg0utzNR3Aw,"Blue Monkey Shaved Ice",8,"2611 12th Ave S",36.1233,-86.7902,4.5,1,20
vGiySLOgYVgpLLKAa4pSbA,"Berri Healthy",11,"29 Bala Ave, Ste 108",40.0025,-75.2294,5,2,14
VGja9tCBZx1Uyxk-6hpdIg,"His & Hers Restaurant",6,"2133 Shelby St",39.7385,-86.1394,3,1,8
vgJDi6bYu02k6h9_ZodulA,Saxbys,1,"1717 Arch St",39.9554,-75.1691,3.5,1,5
vGK8sqnOzTvwyivgafYsOg,"St Charles Vision",16,"8040 St Charles Ave",29.9426,-90.1341,3,4,50
Vgkz-0jEkYig7_WPTiTgyw,Starbucks,420,"9590 Watson Rd",38.5571,-90.3811,4,1,28
VGmFLqUP0K3dus_mGyqtIQ,Subway,7,"10603 Stead Blvd, Ste 5",39.6261,-119.883,2,1,28
vgNNwYjdZ_waBvgUcwtefA,"The Dining Car & Market",1,"8826 Frankford Ave",40.0501,-75.0111,3.5,1,217
vGR_AQJOW_3EP47bs54puQ,"Seafood Sensation Antioch",187,"5325 Mount View Rd",36.0492,-86.6472,4,1,66
vGr71WAiXtmwaeWyzmpBuQ,"Alltmont's Custom Framing",16,"4001 Baronne St",29.9291,-90.0979,5,4,7
vGSkuEn7UB8YnqhTwzz9Rw,"Dorys Auto Detailing",168,"1667 Dobry Rd",40.2047,-74.87,5,3,6
VgT2peZSy246hAhU4Ay1Lw,"Apsco Appliance Center",3,"2905 E Bay Dr",27.9162,-82.757,2,4,16
vgTA3vYLwZM2OnzJHjNdug,Lemmons,35,"5800 Gravois Ave",38.5771,-90.2744,4.5,1,117
VGTNxLHsPeJNYXy79kAOzg,"La Salsita",6,"2236 W Washington St",39.7662,-86.1998,4,1,5
VGU-5m_0iR9pFriKyOD54g,"The Sweet & Savory Kitchen",4,"613 E Delano St",32.2633,-110.962,5,1,5
vgUCHA9janT7JJ6ZoUHN2w,"Side Project Brewing",369,"7458 Manchester Rd",38.612,-90.3219,4,1,132
VGv8tq2ZIDdwYK30UHI1MA,"On The Go Mobile Detailing",33,"8603 Valrie Ln",27.8665,-82.3032,4,3,9
vGWd9h3YlkHTLbOd29io2A,"Holiday Inn Express & Suites St. Louis Nw-Hazelwood",65,"323 Taylor Rd",38.7809,-90.3551,2.5,5,7
vGwWGmJks0RkXh2GY0nrTQ,"Sprint Store by Arch Telecom",2,"27001 US Hwy 19 N",28.0171,-82.7356,1,4,6
VgX9yU_XnMTmOJjsIu85Bw,A&W,12,"6104 50th Street NW",53.4982,-113.419,3,1,5
vGYCwZyen1sS3hJvQNLFYQ,"Joe's Garage",132,"1520 Bustard Rd",40.2442,-75.3404,5,3,5
vgYFLyWDsXsGbHTwfa2ONQ,Dunkin',360,"500 Forty Foot Rd",40.2686,-75.3144,2,1,20
vGYkPttcrYqJPxHAZQXHFw,"Prestige Automotive Group",4,"3008 N Stone Ave",32.2615,-110.971,4,3,29
VgzUV3dhshQYW8POUOkHbg,"Asian Spices",237,"1928 McKelvey Rd",38.7136,-90.4535,3,1,5
vH1kbg40FkSxZdY4y3Jt4A,"Bommarito Mazda South",30,"6127 S Lindbergh Blvd",38.5183,-90.3445,3,3,20
vH1ryXWg1KILdBinCx7BDA,"El Rio Health Center",4,"839 W Congress St",32.2207,-110.986,2.5,2,18
vh2KqKv0IkqHccZFmrPv5g,"Magnuson Hotel Clearwater Central",2,"21252 US Hwy 19 N",27.9656,-82.7304,2,5,44
VH2N1ZbEwLsAz4MB57Dq1g,"Forno Pizzeria & Grille",129,"28 Church Rd",39.9303,-74.9801,4,1,81
vH3bNYj4M3oYNwjcTJKbpA,"MARU IYAGI - Hendersonville",171,"300 Indian Lake Blvd, Unit D100",36.3298,-86.5923,4.5,1,56
vh4681jEHN-OgiU2fmYVAw,"Tinder Box",7,"4991 S Virginia St, Ste A",39.4793,-119.791,4.5,4,27
vH616bCXnihp3HuiRkatuQ,"Beachside Dental",21,"1933 Cliff Dr, Ste 8",34.4014,-119.724,4,2,15
Vh6WUWVE1VK2VemKVXbFyw,Visionworks,15,"1801 Manhattan Blvd, Ste U",29.8879,-90.0543,3.5,2,5
vH7huoaj2KXGpgwgbds1nw,Newparts,8,"222 Fesslers Ln",36.152,-86.7422,1.5,3,29
vH7J9jSry4QgOR1MqTuRLw,"Pizzaz Pizza",542,"1937 MacDade Blvd",39.8705,-75.3558,2,1,9
vh9AeX2YPal73KFI8x-blQ,"Joseph Knedgen, DPM FACFAS DABFAS",7,"6580 S McCarran Blvd, Ste D1, Sierra Podiatry Associates",39.4757,-119.799,4,2,21
VHA-b1NH4tIZB_IVEf_pmA,Minado,242,"2917 Swede Rd",40.1465,-75.3191,3.5,1,433
VHAfSIxcdmpQOTD0_ofbfw,Velvet,16,"5637 Magazine St",29.9214,-90.1178,4.5,1,80
VHBuV0yVmZ9NK2fU_6Pogg,"Silver Sands Cafe",8,"937 Locklayer St",36.17,-86.793,4,1,31
vhccnWNZ_fz9SzB2jpnI_w,LensCrafters,4,"4545 N Oracle Rd, Ste 101",32.289,-110.979,3.5,2,26
vhd7sbDlz9gT453ITmCa_Q,"Eiselen's Pastry Shoppe",1,"7130 Ridge Ave",40.0449,-75.2312,4.5,1,10
VHeE2N1nXhEqYG2J-4wGIw,"Ballas & Clayton Automotive Service",30,"12200 Clayton Rd",38.6324,-90.4422,3,3,5
vHG_Ycuz0vNgQ4E6sxW0eg,"Whitemarsh Collision",224,"4100 Butler Pike",40.1065,-75.2744,4.5,3,26
vhGl4WDtyvSd1Ml0b_FaFA,"Meridian Restaurant & Bar",6,"5694 N Meridian St",39.8568,-86.1577,4,1,233
VHgNV2KORwZSKrIqaybDug,"Ideal Image Tampa",13,"1 N. Dale Mabry Hwy, Ste 100 A",27.9453,-82.505,2.5,2,40
VhH_MGOiWsMVOJk1LHFVXw,"Rudy's Mexican Restaurant & Take Out",21,"811 State St",34.4196,-119.7,3.5,1,27
vhHdcgnYqdD7Yuw-Hy2yCg,"The Joint Chiropractic",6,"6155 N Keystone Ave, Ste 700",39.8673,-86.1204,4,2,20
VHhJQ6OhlfSqS2lgfI1Mpw,"Apple Store - King of Prussia",37,"160 N Gulph Rd",40.0883,-75.3907,2.5,4,176
VhIQ5lsSCJwH3Oil5rECDg,"Ballwin Dental Care",55,"14649 Manchester Rd",38.5933,-90.5305,4.5,2,22
VHJBGikBqXpdc6mc7qtQ8g,"Simba Tropical Grill",241,"333 Naamans Rd",39.8168,-75.449,3.5,1,7
vhKv74jPIBW7rsSr1BBTag,"Holiday Inn Express & Suites Tampa/Rocky Point Island",13,"3025 North Rocky Point Drive East",27.9693,-82.5637,3,5,37
Vhl0ZYmbPACG2FPLtvR5hg,"The RumRunner",4,"3131 E 1st St",32.2354,-110.926,4,1,41
Vho7J8gexa47aDbLqraK-g,"Sombra Coffee",122,"9342 Oakhurst Rd",27.8573,-82.8298,4,1,11
VHP-g1P8m8RfvypMiEATJQ,"Horsham Clinic",91,"722 E Butler Pike",40.1875,-75.1893,2.5,2,24
vHQ_RMQQ_QCuUGXDQNpGNA,"Crepe Place V-DaL",132,"345 Main St",40.2723,-75.3783,4.5,1,6
vHqJerp8iZN1Lje3dLa4Eg,"Uptown Eats",116,"689 Dr Mlk Jr St N, Ste D",27.7791,-82.6465,5,1,57
VhrLzGdITj0UTAu8YjkAKg,"Punta Cana Restaurant",13,"105 S US Hwy 301, Ste 126",27.9476,-82.3544,4.5,1,10
Vhs2KfLvpVAEqjDiwWgFVA,"Tampa Bay Dental Implants & Periodontics",46,"6700 Crosswinds Dr N, Ste 200B",27.7894,-82.7316,4,2,14
vhSECgC9h-mWTzlgxZNefA,"Three Suns Auto Care",123,"235 B Brooke St",39.9162,-75.398,5,3,10
vHU3P2hMc8AzFDDOSS_RrA,"Hobson's Auto Repair",122,"9660 Seminole Blvd, Ste B",27.86,-82.7871,5,3,29
vHuk6jqufuci6hDDYlY4EA,"Marble Slab Creamery",8,"8020 Hwy 100",36.0471,-86.9515,3.5,1,8
VhWALckesKG310Aef2LasA,"Advance Performance Tires & Wheels Inc",13,"4011 W Linebaugh Ave",28.0405,-82.5103,4,3,14
VHWCzIZXpWPyeFe2lkIutQ,"Johnson Hall Coffee House",525,"3 Hulme Ave",40.1429,-74.9109,4.5,1,57
VhWtlyWAH6Lw_XBXuKDWng,"LaoWang Burger",105,"231 S Magnolia Ave",34.4358,-119.828,4.5,1,11
VhXfYBVHepqvpcLnX07XNg,"Tuesday Morning",4,"6228 E Broadway",32.2202,-110.86,3,4,7
vHY4SOqWhJKP0DQTrt_EKw,"Eric's Auto Center CARSTAR",4,"1330 S Alvernon Way",32.2057,-110.91,4.5,3,14
VHygCy5cbO08-a5lU-tnnw,"Delicias El Paisa Restaurant Bar & Grill",150,"9816 Us Hwy 19",28.3002,-82.7048,3.5,1,14
vHYOWkixIT7G3ig9A9Dasw,QuikTrip,4,"3200 N Oracle rd",32.2655,-110.978,3.5,1,13
vhZxLka9x3fLYVdwJPlDQw,"El Rincon Mexicano",221,"4109 State Rd 574",28.0089,-82.1648,3.5,1,14
vI-2mPYOgfix5LcaqDOy_g,"LongHorn Steakhouse",4,"5725 E Broadway Blvd",32.222,-110.87,3,1,242
Vi-fP-83MHFztVbM0emKSg,"Silverspoon Pakistani and Indian Restaurant",52,"955 E Brandon Blvd",27.9372,-82.2699,4,1,90
vi1-8FMlbCU2lfVQQylIxw,"Games Galore",7,"5460 Meadowood Mall Cir",39.4748,-119.782,4.5,4,24
vI1BG1dJx8DPm4a1ljkfMw,"Prescription Chicken",1,"111 S Independence Mall E",39.9499,-75.1481,3,1,39
VI56AezllQnzHs3FToeY2g,"Kumars Restaurant",283,"36 N Wood River Ave",38.8616,-90.0984,4.5,1,6
Vi5s_YhaNFOR-P6vmsinHA,"Sam's Place - Nippers Corner",8,"15545 Old Hickory Blvd",36.0395,-86.7416,4,1,67
vI6LNgVz4cTGOQyfZ_0POA,"Sun Seng Supermarket",340,"5201 Rt 38 W",39.9357,-75.0663,3.5,1,32
Vi7mls55_E-WWtGhIHgomA,"Roux Carre",16,"2000 Oretha Castle Haley Blvd",29.9378,-90.0814,4.5,1,36
ViABP9dkPTBdd4FS6uhi2Q,"L'Eden Cafe",13,"124 S Franklin St",27.9443,-82.456,4,1,6
viAxqmkYiq4PK9eR5KBzdA,"Burger King",2,"27282 U S Hwy 19 North",28.0202,-82.7389,1.5,1,18
VIbI9Ds6-XwaR6bZdo1s2w,Verizon,134,"5902 N Illinois St",38.5858,-89.9844,2,4,9
VIbvORvfmyZETYQK_cn0SA,PrimoHoagies,212,"24 E Lancaster Ave",40.0063,-75.704,2.5,1,37
VIDICOuYSbWzEfphIhUt_Q,"St. Louis Curio Shoppe",30,"2301 Cherokee St",38.5934,-90.2244,4.5,4,12
VIdy11z2pCqqTP4vfjwvxw,"Trail Tire Auto Centers",12,"4717 99 Street NW",53.4853,-113.485,2,3,6
vIe-ythjX7VgqgqeWxkhXQ,"Lakeside Collision CARSTAR",158,"3233 Marne Hwy",39.9772,-74.8865,3.5,3,9
vieIXsZgGPGCg3z8e2UOiQ,Michaels,185,"33561 US 19",28.0787,-82.738,3.5,4,20
VIewPe8UTp8k1bxjrE8WuQ,"Magnolia Grill",81,"Chester County Book & Music Co, W Goshen Shopping Center",39.9897,-75.5491,3,4,10
VIfznRNarJZWvuX3wQGt0w,"AFC Urgent Care - Garden City",226,"6965 N Glenwood St",43.6675,-116.28,4,2,25
vIg_WNUAZHXcqe-9JdWJ7w,"St. Louis Union Station Soda Fountain",35,"201 S 18th St",38.6278,-90.208,3,1,336
ViGCwAHZqMCnObyMJCZUag,"Build-A-Bear Workshop",7,"5530 Meadowood Mall Circle, Spc G108",39.4747,-119.781,5,4,20
vihxHVuaNtbrQ_MxjfqIvw,"Jack in the Box",8,"2008 W End Ave",36.1511,-86.8005,2,1,40
vIHYjFR8_hmmGzATlVSr-Q,"TreJo American & Mexican Restaurant",95,"505 Swede St",40.1164,-75.3436,4.5,1,31
VIIEK1dIgaM0vm4Eg7q2Nw,"Fire Finch",8,"305 Church St",36.164,-86.7779,4.5,4,22
VikXCDxWWDy6_4_BXqFb_A,"Bright Now Dental & Orthodontics",19,"7886 US Highway 19 N",27.8432,-82.6879,1.5,2,20
VIl0a0A77OCD8fUYoz3jkw,"Advance Auto Parts",33,"13029 US Hwy 301 S",27.796,-82.3354,3,3,5
VilkSLEVQAch5x4VdzLDUQ,"Shalimar Indian Restaurant",6,"1043 Broad Ripple Ave",39.8688,-86.1404,4,1,199
VIm6KdAPagsXjC1oQWfsWw,"Jack in the Box",587,"11122 Saint Charles Rock Rd",38.7355,-90.3959,1.5,1,24
vinSTkMURn3_DGugzp48eQ,"Bridge Street Chocolates",140,"175 Bridge St",40.1342,-75.5155,5,1,41
vIozkqGCcKZteMYouua5Cw,McDonald's,6,"3201 E 96th St",39.9264,-86.1112,2,1,6
VIOzZ7_lvqpfu6lDBe37AA,"Warrington Pastry Shop",191,"1380 Easton Rd",40.2513,-75.1351,4.5,1,21
VISCuFz_xMQCLDQ4rDixzA,"Scott Boyden, DDS",7,"4101 Caughlin Sq, Ste 5",39.4849,-119.853,4,2,7
vIT19IkXjNd39r55YTeq2w,"Passero's Coffee Roasters",1,"100 E Penn Sq",39.9514,-75.1621,3.5,1,20
viU1YBk-Q4oAix7syXh51Q,"Belle Meade Family Dentistry",8,"104 Kenner Ave",36.1253,-86.8452,4.5,2,47
vIUJRtgbanbti35MpE0fCw,"Airport Taxi Service",12,"4608 101 St Nw",53.4846,-113.49,3,5,15
Viw11iSp5cdohr0HADUMxw,"Americas Best Value Inn Norristown Philadelphia",95,"830 W Main St",40.1192,-75.3558,2,5,6
vixUPc4ab4eeFVWnM4cngA,"NovaCare Rehabilitation",1,"230 W Washington Sq, Fl 5",39.9463,-75.1538,5,2,5
Vj_72qKqpL10ECZfbHDyBw,"Firehouse Subs",6,"5963 E 82nd St",39.9047,-86.0655,3,1,16
Vj0jzyB8V_aZ0X7FXIZzuA,"The Buckingham",12,"10439 82 Avenue NW",53.5179,-113.498,4,1,60
Vj0MrliGG_VGnD_8vijTtA,"Red Lobster",41,"1718 Galleria Blvd, NEAR COOL SPRINGS GALLERIA MALL",35.9645,-86.8104,2.5,1,52
Vj28PSL29SUCUzGfkZpaDg,"Asia Supermarket",1,"143 N 11th St",39.9551,-75.1574,3.5,1,54
Vj31gdzI4PKjIDNYbEhPwQ,"Pitman Pharmacy",142,"39 S Broadway",39.7324,-75.1305,3,4,5
Vj58QJ9_EIUn-_P-jdZqkA,"Caliber Collision",155,"120 Route 73 N",39.8959,-74.9286,3.5,3,20
VJ6cfLWAXskOViBdLFLApA,"Nevada Premier Valet",7,"295 Holcomb Ave, Ste 1A",39.524,-119.807,3.5,3,5
VJbkyc0SCiFWZOtYHobzKA,"The Kupcake Factory",5,"3319 Williams Blvd",30.0169,-90.2398,4.5,1,9
vJBt6FHaL7SbRu4AwkggRg,"Bella Rossa",467,"Hotel Fiesole",40.2241,-75.4013,3.5,1,8
VJC916yyOQMh3_qd3srg8w,"Fingeret Dental",166,"6 S Sycamore St",40.2293,-74.9385,5,2,30
vJCareeg0vvpHD5y-OPAdg,"Drew's Donut Stop",126,"1600 Jeffco Blvd",38.4318,-90.3786,4.5,1,20
VJCTCCSFDSQAINSdRHQ-3A,"Black and Gold Sports Shop",73,"2106 Veterans Memorial Blvd",30.0019,-90.1465,3.5,4,22
VjDJV7FrrgRnOauV86NTYw,Starbucks,699,"1735 Sumneytown Pike",40.2458,-75.3409,3.5,1,5
vJdmXeFyMjJAFhWLMIPq2A,"Superior Beverage Center",140,"701 Wheatland St",40.1309,-75.5248,4,1,6
vJdsF2pRH6pZZ16snLHSaw,"Vero Amore - Swan",4,"2920 N Swan Rd",32.2608,-110.892,4,1,454
vje0KIiE7vtpx7JzmBx5LQ,"The Pearl",22,"163 107th Ave",27.7694,-82.7673,4,1,129
vJeHUxMZEXiET3ucrts0dA,"Bad Boy Burgers 2",64,"7000 W Fairview Ave",43.6195,-116.269,3,1,68
VJf43klnGMmKFSzYJ19vEg,"4th Street Shrimp Store",46,"1006 4th St N",27.7821,-82.6389,4,1,312
Vjh1IdUNJKe9D-nOlG2n3A,"ChesPenn Health Services",301,"5 S State Rd",39.9634,-75.2707,1.5,2,8
VJhcClwdSB0N8mS_DDjYAw,ReDux,25,"14560 River Rd, Ste 140",39.9986,-86.0343,4,1,17
VJhdDIa063B6QnJlPBlQcg,"Matt Bowers Ford",73,"3724 Veterans Memorial Blvd",30.0029,-90.1658,2,3,47
vjhHrXUvAYCEgMxqqJIzzQ,"Legends Landscaping",27,"324 S 18th St",39.5317,-119.767,2,4,5
